date,站点,深度_m,u_m_s,v_m_s,流速_m_s
2021-01-02,陵水,800.0,,,
2021-01-02,陵水,900.0,,,
2021-01-02,陵水,1000.0,,,
2021-01-02,陵水,1250.0,,,
2021-01-02,陵水,1500.0,,,
2021-01-02,陵水,2000.0,,,
2021-01-02,陵水,2500.0,,,
2021-01-02,陵水,3000.0,,,
2021-01-02,陵水,4000.0,,,
2021-01-02,陵水,5000.0,,,
2021-01-03,陵水,0.0,,,
2021-01-03,陵水,2.0,,,
2021-01-03,陵水,4.0,,,
2021-01-03,陵水,6.0,,,
2021-01-03,陵水,8.0,,,
2021-01-03,陵水,10.0,,,
2021-01-03,陵水,12.0,,,
2021-01-03,陵水,15.0,,,
2021-01-03,陵水,20.0,,,
2021-01-03,陵水,25.0,,,
2021-01-03,陵水,30.0,,,
2021-01-03,陵水,35.0,,,
2021-01-03,陵水,40.0,,,
2021-01-03,陵水,45.0,,,
2021-01-03,陵水,50.0,,,
2021-01-03,陵水,60.0,,,
2021-01-03,陵水,70.0,,,
2021-01-03,陵水,80.0,,,
2021-01-03,陵水,90.0,,,
2021-01-03,陵水,100.0,,,
2021-01-03,陵水,125.0,,,
2021-01-03,陵水,150.0,,,
2021-01-03,陵水,200.0,,,
2021-01-03,陵水,250.0,,,
2021-01-03,陵水,300.0,,,
2021-01-03,陵水,350.0,,,
2021-01-03,陵水,400.0,,,
2021-01-03,陵水,500.0,,,
2021-01-03,陵水,600.0,,,
2021-01-03,陵水,700.0,,,
2021-01-03,陵水,800.0,,,
2021-01-03,陵水,900.0,,,
2021-01-03,陵水,1000.0,,,
2021-01-03,陵水,1250.0,,,
2021-01-03,陵水,1500.0,,,
2021-01-03,陵水,2000.0,,,
2021-01-03,陵水,2500.0,,,
2021-01-03,陵水,3000.0,,,
2021-01-03,陵水,4000.0,,,
2021-01-03,陵水,5000.0,,,
2021-01-04,陵水,0.0,,,
2021-01-04,陵水,2.0,,,
2021-01-04,陵水,4.0,,,
2021-01-04,陵水,6.0,,,
2021-01-04,陵水,8.0,,,
2021-01-04,陵水,10.0,,,
2021-01-04,陵水,12.0,,,
2021-01-04,陵水,15.0,,,
2021-01-04,陵水,20.0,,,
2021-01-04,陵水,25.0,,,
2021-01-04,陵水,30.0,,,
2021-01-04,陵水,35.0,,,
2021-01-04,陵水,40.0,,,
2021-01-04,陵水,45.0,,,
2021-01-04,陵水,50.0,,,
2021-01-04,陵水,60.0,,,
2021-01-04,陵水,70.0,,,
2021-01-04,陵水,80.0,,,
2021-01-04,陵水,90.0,,,
2021-01-04,陵水,100.0,,,
2021-01-04,陵水,125.0,,,
2021-01-04,陵水,150.0,,,
2021-01-04,陵水,200.0,,,
2021-01-04,陵水,250.0,,,
2021-01-04,陵水,300.0,,,
2021-01-04,陵水,350.0,,,
2021-01-04,陵水,400.0,,,
2021-01-04,陵水,500.0,,,
2021-01-04,陵水,600.0,,,
2021-01-04,陵水,700.0,,,
2021-01-04,陵水,800.0,,,
2021-01-04,陵水,900.0,,,
2021-01-04,陵水,1000.0,,,
2021-01-04,陵水,1250.0,,,
2021-01-04,陵水,1500.0,,,
2021-01-04,陵水,2000.0,,,
2021-01-04,陵水,2500.0,,,
2021-01-04,陵水,3000.0,,,
2021-01-04,陵水,4000.0,,,
2021-01-04,陵水,5000.0,,,
2021-01-05,陵水,0.0,,,
2021-01-05,陵水,2.0,,,
2021-01-05,陵水,4.0,,,
2021-01-05,陵水,6.0,,,
2021-01-05,陵水,8.0,,,
2021-01-05,陵水,10.0,,,
2021-01-05,陵水,12.0,,,
2021-01-05,陵水,15.0,,,
2021-01-05,陵水,20.0,,,
2021-01-05,陵水,25.0,,,
2021-01-05,陵水,30.0,,,
2021-01-05,陵水,35.0,,,
2021-01-05,陵水,40.0,,,
2021-01-05,陵水,45.0,,,
2021-01-05,陵水,50.0,,,
2021-01-05,陵水,60.0,,,
2021-01-05,陵水,70.0,,,
2021-01-05,陵水,80.0,,,
2021-01-05,陵水,90.0,,,
2021-01-05,陵水,100.0,,,
2021-01-05,陵水,125.0,,,
2021-01-05,陵水,150.0,,,
2021-01-05,陵水,200.0,,,
2021-01-05,陵水,250.0,,,
2021-01-05,陵水,300.0,,,
2021-01-05,陵水,350.0,,,
2021-01-05,陵水,400.0,,,
2021-01-05,陵水,500.0,,,
2021-01-05,陵水,600.0,,,
2021-01-05,陵水,700.0,,,
2021-01-05,陵水,800.0,,,
2021-01-05,陵水,900.0,,,
2021-01-05,陵水,1000.0,,,
2021-01-05,陵水,1250.0,,,
2021-01-05,陵水,1500.0,,,
2021-01-05,陵水,2000.0,,,
2021-01-05,陵水,2500.0,,,
2021-01-05,陵水,3000.0,,,
2021-01-05,陵水,4000.0,,,
2021-01-05,陵水,5000.0,,,
2021-01-06,陵水,0.0,,,
2021-01-06,陵水,2.0,,,
2021-01-06,陵水,4.0,,,
2021-01-06,陵水,6.0,,,
2021-01-06,陵水,8.0,,,
2021-01-06,陵水,10.0,,,
2021-01-06,陵水,12.0,,,
2021-01-06,陵水,15.0,,,
2021-01-06,陵水,20.0,,,
2021-01-06,陵水,25.0,,,
2021-01-06,陵水,30.0,,,
2021-01-06,陵水,35.0,,,
2021-01-06,陵水,40.0,,,
2021-01-06,陵水,45.0,,,
2021-01-06,陵水,50.0,,,
2021-01-06,陵水,60.0,,,
2021-01-06,陵水,70.0,,,
2021-01-06,陵水,80.0,,,
2021-01-06,陵水,90.0,,,
2021-01-06,陵水,100.0,,,
2021-01-06,陵水,125.0,,,
2021-01-06,陵水,150.0,,,
2021-01-06,陵水,200.0,,,
2021-01-06,陵水,250.0,,,
2021-01-06,陵水,300.0,,,
2021-01-06,陵水,350.0,,,
2021-01-06,陵水,400.0,,,
2021-01-06,陵水,500.0,,,
2021-01-06,陵水,600.0,,,
2021-01-06,陵水,700.0,,,
2021-01-06,陵水,800.0,,,
2021-01-06,陵水,900.0,,,
2021-01-06,陵水,1000.0,,,
2021-01-06,陵水,1250.0,,,
2021-01-06,陵水,1500.0,,,
2021-01-06,陵水,2000.0,,,
2021-01-06,陵水,2500.0,,,
2021-01-06,陵水,3000.0,,,
2021-01-06,陵水,4000.0,,,
2021-01-06,陵水,5000.0,,,
2021-01-07,陵水,0.0,,,
2021-01-07,陵水,2.0,,,
2021-01-07,陵水,4.0,,,
2021-01-07,陵水,6.0,,,
2021-01-07,陵水,8.0,,,
2021-01-07,陵水,10.0,,,
2021-01-07,陵水,12.0,,,
2021-01-07,陵水,15.0,,,
2021-01-07,陵水,20.0,,,
2021-01-07,陵水,25.0,,,
2021-01-07,陵水,30.0,,,
2021-01-07,陵水,35.0,,,
2021-01-07,陵水,40.0,,,
2021-01-07,陵水,45.0,,,
2021-01-07,陵水,50.0,,,
2021-01-07,陵水,60.0,,,
2021-01-07,陵水,70.0,,,
2021-01-07,陵水,80.0,,,
2021-01-07,陵水,90.0,,,
2021-01-07,陵水,100.0,,,
2021-01-07,陵水,125.0,,,
2021-01-07,陵水,150.0,,,
2021-01-07,陵水,200.0,,,
2021-01-07,陵水,250.0,,,
2021-01-07,陵水,300.0,,,
2021-01-07,陵水,350.0,,,
2021-01-07,陵水,400.0,,,
2021-01-07,陵水,500.0,,,
2021-01-07,陵水,600.0,,,
2021-01-07,陵水,700.0,,,
2021-01-07,陵水,800.0,,,
2021-01-07,陵水,900.0,,,
2021-01-07,陵水,1000.0,,,
2021-01-07,陵水,1250.0,,,
2021-01-07,陵水,1500.0,,,
2021-01-07,陵水,2000.0,,,
2021-01-07,陵水,2500.0,,,
2021-01-07,陵水,3000.0,,,
2021-01-07,陵水,4000.0,,,
2021-01-07,陵水,5000.0,,,
2021-01-08,陵水,0.0,,,
2021-01-08,陵水,2.0,,,
2021-01-08,陵水,4.0,,,
2021-01-08,陵水,6.0,,,
2021-01-08,陵水,8.0,,,
2021-01-08,陵水,10.0,,,
2021-01-08,陵水,12.0,,,
2021-01-08,陵水,15.0,,,
2021-01-08,陵水,20.0,,,
2021-01-08,陵水,25.0,,,
2021-01-08,陵水,30.0,,,
2021-01-08,陵水,35.0,,,
2021-01-08,陵水,40.0,,,
2021-01-08,陵水,45.0,,,
2021-01-08,陵水,50.0,,,
2021-01-08,陵水,60.0,,,
2021-01-08,陵水,70.0,,,
2021-01-08,陵水,80.0,,,
2021-01-08,陵水,90.0,,,
2021-01-08,陵水,100.0,,,
2021-01-08,陵水,125.0,,,
2021-01-08,陵水,150.0,,,
2021-01-08,陵水,200.0,,,
2021-01-08,陵水,250.0,,,
2021-01-08,陵水,300.0,,,
2021-01-08,陵水,350.0,,,
2021-01-08,陵水,400.0,,,
2021-01-08,陵水,500.0,,,
2021-01-08,陵水,600.0,,,
2021-01-08,陵水,700.0,,,
2021-01-08,陵水,800.0,,,
2021-01-08,陵水,900.0,,,
2021-01-08,陵水,1000.0,,,
2021-01-08,陵水,1250.0,,,
2021-01-08,陵水,1500.0,,,
2021-01-08,陵水,2000.0,,,
2021-01-08,陵水,2500.0,,,
2021-01-08,陵水,3000.0,,,
2021-01-08,陵水,4000.0,,,
2021-01-08,陵水,5000.0,,,
2021-01-09,陵水,0.0,,,
2021-01-09,陵水,2.0,,,
2021-01-09,陵水,4.0,,,
2021-01-09,陵水,6.0,,,
2021-01-09,陵水,8.0,,,
2021-01-09,陵水,10.0,,,
2021-01-09,陵水,12.0,,,
2021-01-09,陵水,15.0,,,
2021-01-09,陵水,20.0,,,
2021-01-09,陵水,25.0,,,
2021-01-09,陵水,30.0,,,
2021-01-09,陵水,35.0,,,
2021-01-09,陵水,40.0,,,
2021-01-09,陵水,45.0,,,
2021-01-09,陵水,50.0,,,
2021-01-09,陵水,60.0,,,
2021-01-09,陵水,70.0,,,
2021-01-09,陵水,80.0,,,
2021-01-09,陵水,90.0,,,
2021-01-09,陵水,100.0,,,
2021-01-09,陵水,125.0,,,
2021-01-09,陵水,150.0,,,
2021-01-09,陵水,200.0,,,
2021-01-09,陵水,250.0,,,
2021-01-09,陵水,300.0,,,
2021-01-09,陵水,350.0,,,
2021-01-09,陵水,400.0,,,
2021-01-09,陵水,500.0,,,
2021-01-09,陵水,600.0,,,
2021-01-09,陵水,700.0,,,
2021-01-09,陵水,800.0,,,
2021-01-09,陵水,900.0,,,
2021-01-09,陵水,1000.0,,,
2021-01-09,陵水,1250.0,,,
2021-01-09,陵水,1500.0,,,
2021-01-09,陵水,2000.0,,,
2021-01-09,陵水,2500.0,,,
2021-01-09,陵水,3000.0,,,
2021-01-09,陵水,4000.0,,,
2021-01-09,陵水,5000.0,,,
2021-01-10,陵水,0.0,,,
2021-01-10,陵水,2.0,,,
2021-01-10,陵水,4.0,,,
2021-01-10,陵水,6.0,,,
2021-01-10,陵水,8.0,,,
2021-01-10,陵水,10.0,,,
2021-01-10,陵水,12.0,,,
2021-01-10,陵水,15.0,,,
2021-01-10,陵水,20.0,,,
2021-01-10,陵水,25.0,,,
2021-01-10,陵水,30.0,,,
2021-01-10,陵水,35.0,,,
2021-01-10,陵水,40.0,,,
2021-01-10,陵水,45.0,,,
2021-01-10,陵水,50.0,,,
2021-01-10,陵水,60.0,,,
2021-01-10,陵水,70.0,,,
2021-01-10,陵水,80.0,,,
2021-01-10,陵水,90.0,,,
2021-01-10,陵水,100.0,,,
2021-01-10,陵水,125.0,,,
2021-01-10,陵水,150.0,,,
2021-01-10,陵水,200.0,,,
2021-01-10,陵水,250.0,,,
2021-01-10,陵水,300.0,,,
2021-01-10,陵水,350.0,,,
2021-01-10,陵水,400.0,,,
2021-01-10,陵水,500.0,,,
2021-01-10,陵水,600.0,,,
2021-01-10,陵水,700.0,,,
2021-01-10,陵水,800.0,,,
2021-01-10,陵水,900.0,,,
2021-01-10,陵水,1000.0,,,
2021-01-10,陵水,1250.0,,,
2021-01-10,陵水,1500.0,,,
2021-01-10,陵水,2000.0,,,
2021-01-10,陵水,2500.0,,,
2021-01-10,陵水,3000.0,,,
2021-01-10,陵水,4000.0,,,
2021-01-10,陵水,5000.0,,,
2021-01-13,陵水,0.0,,,
2021-01-13,陵水,2.0,,,
2021-01-13,陵水,4.0,,,
2021-01-13,陵水,6.0,,,
2021-01-13,陵水,8.0,,,
2021-01-13,陵水,10.0,,,
2021-01-13,陵水,12.0,,,
2021-01-13,陵水,15.0,,,
2021-01-13,陵水,20.0,,,
2021-01-13,陵水,25.0,,,
2021-01-13,陵水,30.0,,,
2021-01-13,陵水,35.0,,,
2021-01-13,陵水,40.0,,,
2021-01-13,陵水,45.0,,,
2021-01-13,陵水,50.0,,,
2021-01-13,陵水,60.0,,,
2021-01-13,陵水,70.0,,,
2021-01-13,陵水,80.0,,,
2021-01-13,陵水,90.0,,,
2021-01-13,陵水,100.0,,,
2021-01-13,陵水,125.0,,,
2021-01-13,陵水,150.0,,,
2021-01-13,陵水,200.0,,,
2021-01-13,陵水,250.0,,,
2021-01-13,陵水,300.0,,,
2021-01-13,陵水,350.0,,,
2021-01-13,陵水,400.0,,,
2021-01-13,陵水,500.0,,,
2021-01-13,陵水,600.0,,,
2021-01-13,陵水,700.0,,,
2021-01-13,陵水,800.0,,,
2021-01-13,陵水,900.0,,,
2021-01-13,陵水,1000.0,,,
2021-01-13,陵水,1250.0,,,
2021-01-13,陵水,1500.0,,,
2021-01-13,陵水,2000.0,,,
2021-01-13,陵水,2500.0,,,
2021-01-13,陵水,3000.0,,,
2021-01-13,陵水,4000.0,,,
2021-01-13,陵水,5000.0,,,
2021-01-11,陵水,0.0,,,
2021-01-11,陵水,2.0,,,
2021-01-11,陵水,4.0,,,
2021-01-11,陵水,6.0,,,
2021-01-11,陵水,8.0,,,
2021-01-11,陵水,10.0,,,
2021-01-11,陵水,12.0,,,
2021-01-11,陵水,15.0,,,
2021-01-11,陵水,20.0,,,
2021-01-11,陵水,25.0,,,
2021-01-11,陵水,30.0,,,
2021-01-11,陵水,35.0,,,
2021-01-11,陵水,40.0,,,
2021-01-11,陵水,45.0,,,
2021-01-11,陵水,50.0,,,
2021-01-11,陵水,60.0,,,
2021-01-11,陵水,70.0,,,
2021-01-11,陵水,80.0,,,
2021-01-11,陵水,90.0,,,
2021-01-11,陵水,100.0,,,
2021-01-11,陵水,125.0,,,
2021-01-11,陵水,150.0,,,
2021-01-11,陵水,200.0,,,
2021-01-11,陵水,250.0,,,
2021-01-11,陵水,300.0,,,
2021-01-11,陵水,350.0,,,
2021-01-11,陵水,400.0,,,
2021-01-11,陵水,500.0,,,
2021-01-11,陵水,600.0,,,
2021-01-11,陵水,700.0,,,
2021-01-11,陵水,800.0,,,
2021-01-11,陵水,900.0,,,
2021-01-11,陵水,1000.0,,,
2021-01-11,陵水,1250.0,,,
2021-01-11,陵水,1500.0,,,
2021-01-11,陵水,2000.0,,,
2021-01-11,陵水,2500.0,,,
2021-01-11,陵水,3000.0,,,
2021-01-11,陵水,4000.0,,,
2021-01-11,陵水,5000.0,,,
2021-01-12,陵水,0.0,,,
2021-01-12,陵水,2.0,,,
2021-01-12,陵水,4.0,,,
2021-01-12,陵水,6.0,,,
2021-01-12,陵水,8.0,,,
2021-01-12,陵水,10.0,,,
2021-01-12,陵水,12.0,,,
2021-01-12,陵水,15.0,,,
2021-01-12,陵水,20.0,,,
2021-01-12,陵水,25.0,,,
2021-01-12,陵水,30.0,,,
2021-01-12,陵水,35.0,,,
2021-01-12,陵水,40.0,,,
2021-01-12,陵水,45.0,,,
2021-01-12,陵水,50.0,,,
2021-01-12,陵水,60.0,,,
2021-01-12,陵水,70.0,,,
2021-01-12,陵水,80.0,,,
2021-01-12,陵水,90.0,,,
2021-01-12,陵水,100.0,,,
2021-01-12,陵水,125.0,,,
2021-01-12,陵水,150.0,,,
2021-01-12,陵水,200.0,,,
2021-01-12,陵水,250.0,,,
2021-01-12,陵水,300.0,,,
2021-01-12,陵水,350.0,,,
2021-01-12,陵水,400.0,,,
2021-01-12,陵水,500.0,,,
2021-01-12,陵水,600.0,,,
2021-01-12,陵水,700.0,,,
2021-01-12,陵水,800.0,,,
2021-01-12,陵水,900.0,,,
2021-01-12,陵水,1000.0,,,
2021-01-12,陵水,1250.0,,,
2021-01-12,陵水,1500.0,,,
2021-01-12,陵水,2000.0,,,
2021-01-12,陵水,2500.0,,,
2021-01-12,陵水,3000.0,,,
2021-01-12,陵水,4000.0,,,
2021-01-12,陵水,5000.0,,,
2021-01-15,陵水,0.0,,,
2021-01-15,陵水,2.0,,,
2021-01-15,陵水,4.0,,,
2021-01-15,陵水,6.0,,,
2021-01-15,陵水,8.0,,,
2021-01-15,陵水,10.0,,,
2021-01-15,陵水,12.0,,,
2021-01-15,陵水,15.0,,,
2021-01-15,陵水,20.0,,,
2021-01-15,陵水,25.0,,,
2021-01-15,陵水,30.0,,,
2021-01-15,陵水,35.0,,,
2021-01-15,陵水,40.0,,,
2021-01-15,陵水,45.0,,,
2021-01-15,陵水,50.0,,,
2021-01-15,陵水,60.0,,,
2021-01-15,陵水,70.0,,,
2021-01-15,陵水,80.0,,,
2021-01-15,陵水,90.0,,,
2021-01-15,陵水,100.0,,,
2021-01-15,陵水,125.0,,,
2021-01-15,陵水,150.0,,,
2021-01-15,陵水,200.0,,,
2021-01-15,陵水,250.0,,,
2021-01-15,陵水,300.0,,,
2021-01-15,陵水,350.0,,,
2021-01-15,陵水,400.0,,,
2021-01-15,陵水,500.0,,,
2021-01-15,陵水,600.0,,,
2021-01-15,陵水,700.0,,,
2021-01-15,陵水,800.0,,,
2021-01-15,陵水,900.0,,,
2021-01-15,陵水,1000.0,,,
2021-01-15,陵水,1250.0,,,
2021-01-15,陵水,1500.0,,,
2021-01-15,陵水,2000.0,,,
2021-01-15,陵水,2500.0,,,
2021-01-15,陵水,3000.0,,,
2021-01-15,陵水,4000.0,,,
2021-01-15,陵水,5000.0,,,
2021-01-14,陵水,0.0,,,
2021-01-14,陵水,2.0,,,
2021-01-14,陵水,4.0,,,
2021-01-14,陵水,6.0,,,
2021-01-14,陵水,8.0,,,
2021-01-14,陵水,10.0,,,
2021-01-14,陵水,12.0,,,
2021-01-14,陵水,15.0,,,
2021-01-14,陵水,20.0,,,
2021-01-14,陵水,25.0,,,
2021-01-14,陵水,30.0,,,
2021-01-14,陵水,35.0,,,
2021-01-14,陵水,40.0,,,
2021-01-14,陵水,45.0,,,
2021-01-14,陵水,50.0,,,
2021-01-14,陵水,60.0,,,
2021-01-14,陵水,70.0,,,
2021-01-14,陵水,80.0,,,
2021-01-14,陵水,90.0,,,
2021-01-14,陵水,100.0,,,
2021-01-14,陵水,125.0,,,
2021-01-14,陵水,150.0,,,
2021-01-14,陵水,200.0,,,
2021-01-14,陵水,250.0,,,
2021-01-14,陵水,300.0,,,
2021-01-14,陵水,350.0,,,
2021-01-14,陵水,400.0,,,
2021-01-14,陵水,500.0,,,
2021-01-14,陵水,600.0,,,
2021-01-14,陵水,700.0,,,
2021-01-14,陵水,800.0,,,
2021-01-14,陵水,900.0,,,
2021-01-14,陵水,1000.0,,,
2021-01-14,陵水,1250.0,,,
2021-01-14,陵水,1500.0,,,
2021-01-14,陵水,2000.0,,,
2021-01-14,陵水,2500.0,,,
2021-01-14,陵水,3000.0,,,
2021-01-14,陵水,4000.0,,,
2021-01-14,陵水,5000.0,,,
2021-01-16,陵水,0.0,,,
2021-01-16,陵水,2.0,,,
2021-01-16,陵水,4.0,,,
2021-01-16,陵水,6.0,,,
2021-01-16,陵水,8.0,,,
2021-01-16,陵水,10.0,,,
2021-01-16,陵水,12.0,,,
2021-01-16,陵水,15.0,,,
2021-01-16,陵水,20.0,,,
2021-01-16,陵水,25.0,,,
2021-01-16,陵水,30.0,,,
2021-01-16,陵水,35.0,,,
2021-01-16,陵水,40.0,,,
2021-01-16,陵水,45.0,,,
2021-01-16,陵水,50.0,,,
2021-01-16,陵水,60.0,,,
2021-01-16,陵水,70.0,,,
2021-01-16,陵水,80.0,,,
2021-01-16,陵水,90.0,,,
2021-01-16,陵水,100.0,,,
2021-01-16,陵水,125.0,,,
2021-01-16,陵水,150.0,,,
2021-01-16,陵水,200.0,,,
2021-01-16,陵水,250.0,,,
2021-01-16,陵水,300.0,,,
2021-01-16,陵水,350.0,,,
2021-01-16,陵水,400.0,,,
2021-01-16,陵水,500.0,,,
2021-01-16,陵水,600.0,,,
2021-01-16,陵水,700.0,,,
2021-01-16,陵水,800.0,,,
2021-01-16,陵水,900.0,,,
2021-01-16,陵水,1000.0,,,
2021-01-16,陵水,1250.0,,,
2021-01-16,陵水,1500.0,,,
2021-01-16,陵水,2000.0,,,
2021-01-16,陵水,2500.0,,,
2021-01-16,陵水,3000.0,,,
2021-01-16,陵水,4000.0,,,
2021-01-16,陵水,5000.0,,,
2021-01-17,陵水,0.0,,,
2021-01-17,陵水,2.0,,,
2021-01-17,陵水,4.0,,,
2021-01-17,陵水,6.0,,,
2021-01-17,陵水,8.0,,,
2021-01-17,陵水,10.0,,,
2021-01-17,陵水,12.0,,,
2021-01-17,陵水,15.0,,,
2021-01-17,陵水,20.0,,,
2021-01-17,陵水,25.0,,,
2021-01-17,陵水,30.0,,,
2021-01-17,陵水,35.0,,,
2021-01-17,陵水,40.0,,,
2021-01-17,陵水,45.0,,,
2021-01-17,陵水,50.0,,,
2021-01-17,陵水,60.0,,,
2021-01-17,陵水,70.0,,,
2021-01-17,陵水,80.0,,,
2021-01-17,陵水,90.0,,,
2021-01-17,陵水,100.0,,,
2021-01-17,陵水,125.0,,,
2021-01-17,陵水,150.0,,,
2021-01-17,陵水,200.0,,,
2021-01-17,陵水,250.0,,,
2021-01-17,陵水,300.0,,,
2021-01-17,陵水,350.0,,,
2021-01-17,陵水,400.0,,,
2021-01-17,陵水,500.0,,,
2021-01-17,陵水,600.0,,,
2021-01-17,陵水,700.0,,,
2021-01-17,陵水,800.0,,,
2021-01-17,陵水,900.0,,,
2021-01-17,陵水,1000.0,,,
2021-01-17,陵水,1250.0,,,
2021-01-17,陵水,1500.0,,,
2021-01-17,陵水,2000.0,,,
2021-01-17,陵水,2500.0,,,
2021-01-17,陵水,3000.0,,,
2021-01-17,陵水,4000.0,,,
2021-01-17,陵水,5000.0,,,
2021-01-18,陵水,0.0,,,
2021-01-18,陵水,2.0,,,
2021-01-18,陵水,4.0,,,
2021-01-18,陵水,6.0,,,
2021-01-18,陵水,8.0,,,
2021-01-18,陵水,10.0,,,
2021-01-18,陵水,12.0,,,
2021-01-18,陵水,15.0,,,
2021-01-18,陵水,20.0,,,
2021-01-18,陵水,25.0,,,
2021-01-18,陵水,30.0,,,
2021-01-18,陵水,35.0,,,
2021-01-18,陵水,40.0,,,
2021-01-18,陵水,45.0,,,
2021-01-18,陵水,50.0,,,
2021-01-18,陵水,60.0,,,
2021-01-18,陵水,70.0,,,
2021-01-18,陵水,80.0,,,
2021-01-18,陵水,90.0,,,
2021-01-18,陵水,100.0,,,
2021-01-18,陵水,125.0,,,
2021-01-18,陵水,150.0,,,
2021-01-18,陵水,200.0,,,
2021-01-18,陵水,250.0,,,
2021-01-18,陵水,300.0,,,
2021-01-18,陵水,350.0,,,
2021-01-18,陵水,400.0,,,
2021-01-18,陵水,500.0,,,
2021-01-18,陵水,600.0,,,
2021-01-18,陵水,700.0,,,
2021-01-18,陵水,800.0,,,
2021-01-18,陵水,900.0,,,
2021-01-18,陵水,1000.0,,,
2021-01-18,陵水,1250.0,,,
2021-01-18,陵水,1500.0,,,
2021-01-18,陵水,2000.0,,,
2021-01-18,陵水,2500.0,,,
2021-01-18,陵水,3000.0,,,
2021-01-18,陵水,4000.0,,,
2021-01-18,陵水,5000.0,,,
2021-01-20,陵水,0.0,,,
2021-01-20,陵水,2.0,,,
2021-01-20,陵水,4.0,,,
2021-01-20,陵水,6.0,,,
2021-01-20,陵水,8.0,,,
2021-01-20,陵水,10.0,,,
2021-01-20,陵水,12.0,,,
2021-01-20,陵水,15.0,,,
2021-01-20,陵水,20.0,,,
2021-01-20,陵水,25.0,,,
2021-01-20,陵水,30.0,,,
2021-01-20,陵水,35.0,,,
2021-01-20,陵水,40.0,,,
2021-01-20,陵水,45.0,,,
2021-01-20,陵水,50.0,,,
2021-01-20,陵水,60.0,,,
2021-01-20,陵水,70.0,,,
2021-01-20,陵水,80.0,,,
2021-01-20,陵水,90.0,,,
2021-01-20,陵水,100.0,,,
2021-01-20,陵水,125.0,,,
2021-01-20,陵水,150.0,,,
2021-01-20,陵水,200.0,,,
2021-01-20,陵水,250.0,,,
2021-01-20,陵水,300.0,,,
2021-01-20,陵水,350.0,,,
2021-01-20,陵水,400.0,,,
2021-01-20,陵水,500.0,,,
2021-01-20,陵水,600.0,,,
2021-01-20,陵水,700.0,,,
2021-01-20,陵水,800.0,,,
2021-01-20,陵水,900.0,,,
2021-01-20,陵水,1000.0,,,
2021-01-20,陵水,1250.0,,,
2021-01-20,陵水,1500.0,,,
2021-01-20,陵水,2000.0,,,
2021-01-20,陵水,2500.0,,,
2021-01-20,陵水,3000.0,,,
2021-01-20,陵水,4000.0,,,
2021-01-20,陵水,5000.0,,,
2021-01-21,陵水,0.0,,,
2021-01-21,陵水,2.0,,,
2021-01-21,陵水,4.0,,,
2021-01-21,陵水,6.0,,,
2021-01-21,陵水,8.0,,,
2021-01-21,陵水,10.0,,,
